storyid,sentence1,sentence2,sentence3,sentence4,sentence5,label
c6aa0331-beea-475c-a0fd-b14e28117f97-c,"Cindy felt like eating French toast for breakfast. —— HasPrerequisite: french toast, eat french toast, coffee —— Causes: coffee, fresh fruit, breakfast.","She couldn't wait to cook it. —— HasPrerequisite: patience, go to bathroom, time —— Causes: you to be late, impatience, boredom.","After she finished, she happily started eating. —— HasPrerequisite: go to bathroom, go to store, have tooth —— Causes: you feel sad, you to feel sad, get hurt.","But she began to feel sick and tired. —— HasPrerequisite: go to bathroom, have bath, have tooth —— Causes: you feel sad, you will be happy, feel sad.","Cindy started to do jumping jacks. —— HasPrerequisite: go to baseball game, go to gym, have vagina —— Causes: you feel good, you get fat, erection.",1
49eedd07-7728-43bc-83aa-a1d7d6811ff7-c,"Mable loved animals. —— HasPrerequisite: food, have food, water —— Causes: death, change, food.","One day Mabel went for a walk. —— HasPrerequisite: go outside, go to park, go outdoors —— Causes: you see her again, you would see her again, arthritis.","Mable saw a baby coon. —— HasPrerequisite: get gun, go to store, have eye —— Causes: cry, be sad, sadness.","She took it home with her. —— HasPrerequisite: money, vacuum, clean —— Causes: her house to be clean, her house to be tidy, clean house.","Mable didn't want to have a pet coon. —— HasPrerequisite: have pet, get pet, buy pet —— Causes: pet to be happy, you get pet dog, you have pet.",0
49eedd07-7728-43bc-83aa-a1d7d6811ff7-c,"Mable loved animals. —— HasPrerequisite: food, have food, water —— Causes: death, change, food.","One day Mabel went for a walk. —— HasPrerequisite: go outside, go to park, go outdoors —— Causes: you see her again, you would see her again, arthritis.","Mable saw a baby coon. —— HasPrerequisite: get gun, go to store, have eye —— Causes: cry, be sad, sadness.","She took it home with her. —— HasPrerequisite: money, vacuum, clean —— Causes: her house to be clean, her house to be tidy, clean house.","Mable didn't want to have a pet coon. —— HasPrerequisite: have pet, get pet, buy pet —— Causes: pet to be happy, you get pet dog, you have pet.",1
ad630863-7123-487f-a80f-70e80421b00c-c,"Ken's football team was losing the game. —— HasPrerequisite: team member to cheer, team to cheer, team member —— Causes: cheer, many person to cheer, many person cheer.","The game was almost over and they needed seven points to win. —— HasPrerequisite: calculate distance, play basketball, calculate —— Causes: total, win, win game.","Then Ken threw a touchdown and scored! —— HasPrerequisite: throw ball, throw ball very fast, throw football —— Causes: touchdown, cheer, touchdown to be win.","The fans and the team cheered him loudly. —— HasPrerequisite: play football, microphone, play baseball —— Causes: cheer for him, he win many time, he win.","Ken's team was very happy to win the game. —— HasPrerequisite: team, team member, play game —— Causes: competitiveness, competitiveness and competitiveness, win game.",1
ad630863-7123-487f-a80f-70e80421b00c-c,"Ken's football team was losing the game. —— HasPrerequisite: team member to cheer, team to cheer, team member —— Causes: cheer, many person to cheer, many person cheer.","The game was almost over and they needed seven points to win. —— HasPrerequisite: calculate distance, play basketball, calculate —— Causes: total, win, win game.","Then Ken threw a touchdown and scored! —— HasPrerequisite: throw ball, throw ball very fast, throw football —— Causes: touchdown, cheer, touchdown to be win.","The fans and the team cheered him loudly. —— HasPrerequisite: play football, microphone, play baseball —— Causes: cheer for him, he win many time, he win.","Ken's team was very happy to win the game. —— HasPrerequisite: team, team member, play game —— Causes: competitiveness, competitiveness and competitiveness, win game.",0
1ecf45d8-134b-4613-a314-753951e4e8f7-c,"Matt's children's room was now too small for all three children. —— HasPrerequisite: find room to sleep, enter room, find room —— Causes: divide child, child to play, room to be divide into two.","Matt couldn't afford to move to another house. —— HasPrerequisite: drive car, mortgage, get car —— Causes: mortgage, bankruptcy, poverty.","Matt talked with his wife about their options. —— HasPrerequisite: choose wisely, decide on option, think —— Causes: win or lose, compromise, win.","They both agreed it best to switch the children into the master suite. —— HasPrerequisite: use bathroom, have bath, room —— Causes: privacy, more privacy, comfort.","Matt would move the children into the master suite. —— HasPrerequisite: have room to sleep, use computer, hire maid —— Causes: sleep in bed, room to be empty, you will be in room.",1
1ecf45d8-134b-4613-a314-753951e4e8f7-c,"Matt's children's room was now too small for all three children. —— HasPrerequisite: find room to sleep, enter room, find room —— Causes: divide child, child to play, room to be divide into two.","Matt couldn't afford to move to another house. —— HasPrerequisite: drive car, mortgage, get car —— Causes: mortgage, bankruptcy, poverty.","Matt talked with his wife about their options. —— HasPrerequisite: choose wisely, decide on option, think —— Causes: win or lose, compromise, win.","They both agreed it best to switch the children into the master suite. —— HasPrerequisite: use bathroom, have bath, room —— Causes: privacy, more privacy, comfort.","Matt would move the children into the master suite. —— HasPrerequisite: have room to sleep, use computer, hire maid —— Causes: sleep in bed, room to be empty, you will be in room.",0
a5989d67-7dd0-4e8e-a139-4a837b1e68ad-c,"I came home from the doctor this morning. —— HasPrerequisite: take shower, clean your house, clean my house —— Causes: i get sick, my wife to cry, i have to take shower.","I saw my friend Joe waiting in the lobby. —— HasPrerequisite: use elevator, go to lobby, enter lobby —— Causes: crowd crowd elevator, crowd, crowd crowd.","He is 98, needs a walker, and was trying to vote. —— HasPrerequisite: go to walker house, go to sleep, be walker —— Causes: you to fall asleep, death, you to fall.","My friend Bert graciously offered to take him. —— HasPrerequisite: be polite, drink wine, drink —— Causes: thank you, you feel good, drink.","Joe had to walk to the voting place. —— HasPrerequisite: vote republican, election, vote —— Causes: election, vote, depression.",0
a5989d67-7dd0-4e8e-a139-4a837b1e68ad-c,"I came home from the doctor this morning. —— HasPrerequisite: take shower, clean your house, clean my house —— Causes: i get sick, my wife to cry, i have to take shower.","I saw my friend Joe waiting in the lobby. —— HasPrerequisite: use elevator, go to lobby, enter lobby —— Causes: crowd crowd elevator, crowd, crowd crowd.","He is 98, needs a walker, and was trying to vote. —— HasPrerequisite: go to walker house, go to sleep, be walker —— Causes: you to fall asleep, death, you to fall.","My friend Bert graciously offered to take him. —— HasPrerequisite: be polite, drink wine, drink —— Causes: thank you, you feel good, drink.","Joe had to walk to the voting place. —— HasPrerequisite: vote republican, election, vote —— Causes: election, vote, depression.",1
ff4268cc-e3b6-4cf7-862e-131bae557f6d-c,"Lindsey was feeling especially antsy at school. —— HasPrerequisite: go to school, go to school together, go to school with her —— Causes: you have to go to school late, you have detention, you have to go to school.","She did not want to go to Lacrosse practice after school. —— HasPrerequisite: go to school, have lacrosse kit, go to school with person —— Causes: get into trouble, graduation, competition.","She tried to fake a sickness, but nobody believed her. —— HasPrerequisite: good luck, luck, be successful —— Causes: death, get away scot free, die.","Lindsey ended up skipping practice without an excuse. —— HasPrerequisite: call in sick, go to bathroom, tell her friend to leave —— Causes: you will be late for class, you have to go home, you have to go to work.","She hoped she wouldn't get in trouble. —— HasPrerequisite: find trouble, be in town, get some money —— Causes: get hurt, have fun, get away.",1
ff4268cc-e3b6-4cf7-862e-131bae557f6d-c,"Lindsey was feeling especially antsy at school. —— HasPrerequisite: go to school, go to school together, go to school with her —— Causes: you have to go to school late, you have detention, you have to go to school.","She did not want to go to Lacrosse practice after school. —— HasPrerequisite: go to school, have lacrosse kit, go to school with person —— Causes: get into trouble, graduation, competition.","She tried to fake a sickness, but nobody believed her. —— HasPrerequisite: good luck, luck, be successful —— Causes: death, get away scot free, die.","Lindsey ended up skipping practice without an excuse. —— HasPrerequisite: call in sick, go to bathroom, tell her friend to leave —— Causes: you will be late for class, you have to go home, you have to go to work.","She hoped she wouldn't get in trouble. —— HasPrerequisite: find trouble, be in town, get some money —— Causes: get hurt, have fun, get away.",0
d45b6e55-6f2b-44bb-82b3-d966bd485d34-c,"The first time I went on a boat was with a family vacation. —— HasPrerequisite: bring my camera, pack, bring some food —— Causes: i would not be able to see my family, i would not be able to go to work, i would not be able to see my wife.","We were all excited because it was my first time. —— HasPrerequisite: be born, water, think —— Causes: you be sad, change, you get angry.","Unfortunately I fell over the side railing and almost drowned. —— HasPrerequisite: be careful, fall down, fall —— Causes: break my leg, break my neck, injury.","My cousin jumped in to save me and dragged me out. —— HasPrerequisite: jump on me, get knife, jump —— Causes: i fall down, i hurt my back, i hurt my knee.","I've been afraid of the water ever since. —— HasPrerequisite: go to ocean, go outside, water —— Causes: death, drown, cancer.",1
d45b6e55-6f2b-44bb-82b3-d966bd485d34-c,"The first time I went on a boat was with a family vacation. —— HasPrerequisite: bring my camera, pack, bring some food —— Causes: i would not be able to see my family, i would not be able to go to work, i would not be able to see my wife.","We were all excited because it was my first time. —— HasPrerequisite: be born, water, think —— Causes: you be sad, change, you get angry.","Unfortunately I fell over the side railing and almost drowned. —— HasPrerequisite: be careful, fall down, fall —— Causes: break my leg, break my neck, injury.","My cousin jumped in to save me and dragged me out. —— HasPrerequisite: jump on me, get knife, jump —— Causes: i fall down, i hurt my back, i hurt my knee.","I've been afraid of the water ever since. —— HasPrerequisite: go to ocean, go outside, water —— Causes: death, drown, cancer.",0
45cde8ad-2921-4294-82c6-19532106d509-c,"I was trying to learn how to juggle. —— HasPrerequisite: use my brain, use computer, use my finger —— Causes: annoy you, you to be sad, you to feel sad.","I went to a club every day to learn this art. —— HasPrerequisite: go to art gallery, take shower, buy some paint —— Causes: i see beautiful thing, i see beautiful sunset, i see beautiful woman.","It was very difficult. —— HasPrerequisite: get out your wallet, have money, have tooth —— Causes: you feel sad, headache, pain.","I eventually was able to get one rep in. —— HasPrerequisite: use computer, go to work, go to meet —— Causes: i d, another, other.","I practice all the time now. —— HasPrerequisite: time, go to gym, practice —— Causes: i get good, i will be good, i get good at it.",1
45cde8ad-2921-4294-82c6-19532106d509-c,"I was trying to learn how to juggle. —— HasPrerequisite: use my brain, use computer, use my finger —— Causes: annoy you, you to be sad, you to feel sad.","I went to a club every day to learn this art. —— HasPrerequisite: go to art gallery, take shower, buy some paint —— Causes: i see beautiful thing, i see beautiful sunset, i see beautiful woman.","It was very difficult. —— HasPrerequisite: get out your wallet, have money, have tooth —— Causes: you feel sad, headache, pain.","I eventually was able to get one rep in. —— HasPrerequisite: use computer, go to work, go to meet —— Causes: i d, another, other.","I practice all the time now. —— HasPrerequisite: time, go to gym, practice —— Causes: i get good, i will be good, i get good at it.",0
9f8886dc-f4a1-4705-9c91-61afdb69dd54-c,"My sister had an emergency. —— HasPrerequisite: go to doctor, go to hospital, call her sister —— Causes: hospitalize her child, hospitalization, emergency.","She needed a babysitter right away. —— HasPrerequisite: call in sick, go to work, call her —— Causes: stress, stress relief, you have no job.","I told her I would watch my nephew. —— HasPrerequisite: watch out for you, have good memory, have good ear —— Causes: i love him, me to be sad, i love you.","We had a lot of fun reading books all afternoon. —— HasPrerequisite: go to library, open book, read book —— Causes: we learn something new, fun, relaxation.","My sister was very grateful and took us both out for ice cream. —— HasPrerequisite: ice cream, have ice cream, make ice cream —— Causes: ice cream to melt, ice cream to be melt, ice cream.",1
9f8886dc-f4a1-4705-9c91-61afdb69dd54-c,"My sister had an emergency. —— HasPrerequisite: go to doctor, go to hospital, call her sister —— Causes: hospitalize her child, hospitalization, emergency.","She needed a babysitter right away. —— HasPrerequisite: call in sick, go to work, call her —— Causes: stress, stress relief, you have no job.","I told her I would watch my nephew. —— HasPrerequisite: watch out for you, have good memory, have good ear —— Causes: i love him, me to be sad, i love you.","We had a lot of fun reading books all afternoon. —— HasPrerequisite: go to library, open book, read book —— Causes: we learn something new, fun, relaxation.","My sister was very grateful and took us both out for ice cream. —— HasPrerequisite: ice cream, have ice cream, make ice cream —— Causes: ice cream to melt, ice cream to be melt, ice cream.",0
64406f29-ed2b-4d0a-9769-507f925cad50-c,"Zach was sick of his small apartment. —— HasPrerequisite: use toilet, have apartment, tenant —— Causes: he have to sleep in bed, he have to sleep in it, he have to sleep on floor.","He decided to get a larger apartment. —— HasPrerequisite: more space, have bedroom, use of toilet —— Causes: you have less space, more privacy, you have less room.","Then he realized he needed help moving. —— HasPrerequisite: get help, call 911, be near —— Causes: pain, you to feel good, help.","Luckily, Zach's girlfriend was able to help him move. —— HasPrerequisite: use computer, get job, have sex —— Causes: feel good, feel good about himself, happiness.","Zach moved into a larger apartment. —— HasPrerequisite: have bedroom, have apartment, use elevator —— Causes: commute to work, apartment to be more comfortable, commute.",1
64406f29-ed2b-4d0a-9769-507f925cad50-c,"Zach was sick of his small apartment. —— HasPrerequisite: use toilet, have apartment, tenant —— Causes: he have to sleep in bed, he have to sleep in it, he have to sleep on floor.","He decided to get a larger apartment. —— HasPrerequisite: more space, have bedroom, use of toilet —— Causes: you have less space, more privacy, you have less room.","Then he realized he needed help moving. —— HasPrerequisite: get help, call 911, be near —— Causes: pain, you to feel good, help.","Luckily, Zach's girlfriend was able to help him move. —— HasPrerequisite: use computer, get job, have sex —— Causes: feel good, feel good about himself, happiness.","Zach moved into a larger apartment. —— HasPrerequisite: have bedroom, have apartment, use elevator —— Causes: commute to work, apartment to be more comfortable, commute.",0
27311dc6-b567-4cb2-8c05-89e453746512-c,"Jane woke up and decided to exercise. —— HasPrerequisite: go to bathroom, go to sleep, be asleep —— Causes: headache, you wake up, insomnia.","Jane woke up Jill. —— HasPrerequisite: get some sleep, get some weed, buy some weed —— Causes: headache, death, suicide.","Jill suggested to Jane that they should run. —— HasPrerequisite: go to church, go to library, go on walk —— Causes: go to see doctor, suicide, go to church.","Both of the girls went outside for a run. —— HasPrerequisite: go outdoors, go outside, put on shoe —— Causes: get wet, sweat, you get wet.","Two miles half later, they returned, exhausted and happy. —— HasPrerequisite: go to store, leave house, leave —— Causes: sadness, disappointment, you feel good.",1
27311dc6-b567-4cb2-8c05-89e453746512-c,"Jane woke up and decided to exercise. —— HasPrerequisite: go to bathroom, go to sleep, be asleep —— Causes: headache, you wake up, insomnia.","Jane woke up Jill. —— HasPrerequisite: get some sleep, get some weed, buy some weed —— Causes: headache, death, suicide.","Jill suggested to Jane that they should run. —— HasPrerequisite: go to church, go to library, go on walk —— Causes: go to see doctor, suicide, go to church.","Both of the girls went outside for a run. —— HasPrerequisite: go outdoors, go outside, put on shoe —— Causes: get wet, sweat, you get wet.","Two miles half later, they returned, exhausted and happy. —— HasPrerequisite: go to store, leave house, leave —— Causes: sadness, disappointment, you feel good.",0
539d0b12-7329-428a-9505-216af771625e-c,"Sora was failing her math class. —— HasPrerequisite: enroll in school, study hard, enroll in class —— Causes: grade point, you have to repeat it, you have to take class.","She asked her teacher if she could do anything to help herself. —— HasPrerequisite: answer to that question, think, answer —— Causes: her mind to wander, feel sad, answer.","The teacher offered her an extra credit report. —— HasPrerequisite: study hard, study, grade —— Causes: you get grade, get grade, grade.","Sora put a lot of effort into her report. —— HasPrerequisite: get pen, read it, read them —— Causes: get result, make mistake, headache.","She got a good grade on the report and raised her math grade. —— HasPrerequisite: study lot, study hard, study —— Causes: her to get good grade, you get good grade, math problem.",1
539d0b12-7329-428a-9505-216af771625e-c,"Sora was failing her math class. —— HasPrerequisite: enroll in school, study hard, enroll in class —— Causes: grade point, you have to repeat it, you have to take class.","She asked her teacher if she could do anything to help herself. —— HasPrerequisite: answer to that question, think, answer —— Causes: her mind to wander, feel sad, answer.","The teacher offered her an extra credit report. —— HasPrerequisite: study hard, study, grade —— Causes: you get grade, get grade, grade.","Sora put a lot of effort into her report. —— HasPrerequisite: get pen, read it, read them —— Causes: get result, make mistake, headache.","She got a good grade on the report and raised her math grade. —— HasPrerequisite: study lot, study hard, study —— Causes: her to get good grade, you get good grade, math problem.",0
e5508db3-e498-4207-80eb-3a6dacb22441-c,"Susie and Mitch were attending a play at their University. —— HasPrerequisite: study hard, go to university, study —— Causes: graduation, you to get good grade, you will be graduate.","It was a performance of Romeo and Juliet. —— HasPrerequisite: go to hell, be romantic, be shakespeare —— Causes: tragedy, die, fall.","Mitch fell asleep halfway through the performance. —— HasPrerequisite: rehearse, rehearse beforehand, practice —— Causes: break eye contact, miss show, break heart.","Susie had to slap him in order to wake him up. —— HasPrerequisite: go to school, go to susie, have sex —— Causes: nervous breakdown, happy, upset.","He rolled over, and went back to sleep. —— HasPrerequisite: go to bed, go to sleep, be fast asleep —— Causes: he snore, rest, snore.",0
e5508db3-e498-4207-80eb-3a6dacb22441-c,"Susie and Mitch were attending a play at their University. —— HasPrerequisite: study hard, go to university, study —— Causes: graduation, you to get good grade, you will be graduate.","It was a performance of Romeo and Juliet. —— HasPrerequisite: go to hell, be romantic, be shakespeare —— Causes: tragedy, die, fall.","Mitch fell asleep halfway through the performance. —— HasPrerequisite: rehearse, rehearse beforehand, practice —— Causes: break eye contact, miss show, break heart.","Susie had to slap him in order to wake him up. —— HasPrerequisite: go to school, go to susie, have sex —— Causes: nervous breakdown, happy, upset.","He rolled over, and went back to sleep. —— HasPrerequisite: go to bed, go to sleep, be fast asleep —— Causes: he snore, rest, snore.",1
64b2e3b3-9eeb-4974-bdd4-d72dd0707be4-c,"Sam wanted to lose some weight. —— HasPrerequisite: weigh, weight loss, lift weight —— Causes: lose weight, weight gain, weight loss.","He decided to run everyday after dinner. —— HasPrerequisite: prepare food, prepare meal, make dinner —— Causes: food to be cook, food to be eat, eat dinner.","He eventually built up his endurance. —— HasPrerequisite: endurance, run marathon, run —— Causes: fatigue, exhaustion, he get tire.","Sam felt great after exercising consistently. —— HasPrerequisite: eat good food, eat well, eat healthy —— Causes: feel good about himself, feel good, happiness.","He added weights to his training routine. —— HasPrerequisite: go to gym, get in shape, discipline —— Causes: stress, get good, you will be good.",1
64b2e3b3-9eeb-4974-bdd4-d72dd0707be4-c,"Sam wanted to lose some weight. —— HasPrerequisite: weigh, weight loss, lift weight —— Causes: lose weight, weight gain, weight loss.","He decided to run everyday after dinner. —— HasPrerequisite: prepare food, prepare meal, make dinner —— Causes: food to be cook, food to be eat, eat dinner.","He eventually built up his endurance. —— HasPrerequisite: endurance, run marathon, run —— Causes: fatigue, exhaustion, he get tire.","Sam felt great after exercising consistently. —— HasPrerequisite: eat good food, eat well, eat healthy —— Causes: feel good about himself, feel good, happiness.","He added weights to his training routine. —— HasPrerequisite: go to gym, get in shape, discipline —— Causes: stress, get good, you will be good.",0
6433dba8-1952-4423-8625-dd82533d8805-c,"Gina had gotten her allowance. —— HasPrerequisite: go to school, have money, get money —— Causes: you get to go to school, you have to pay your parent, you have to work.","She went to the store and bought a tube of cookie dough. —— HasPrerequisite: go to cookie jar, bake cookie, use knife —— Causes: dough to rise, bake cookie, bake cake.","She had been waiting a whole week to try it. —— HasPrerequisite: go to doctor, go on date, call her —— Causes: you to feel good, you to be late, you to be bore.","She walked home anxious to make cookies. —— HasPrerequisite: bake cookie, bake some cookie, bake some —— Causes: you eat cookie, bake cake, bake cookie.","Gina baked cookies as soon as she got home. —— HasPrerequisite: bake some cookie, bake cookie, bake some —— Causes: bake cake, bake, happiness.",1
6433dba8-1952-4423-8625-dd82533d8805-c,"Gina had gotten her allowance. —— HasPrerequisite: go to school, have money, get money —— Causes: you get to go to school, you have to pay your parent, you have to work.","She went to the store and bought a tube of cookie dough. —— HasPrerequisite: go to cookie jar, bake cookie, use knife —— Causes: dough to rise, bake cookie, bake cake.","She had been waiting a whole week to try it. —— HasPrerequisite: go to doctor, go on date, call her —— Causes: you to feel good, you to be late, you to be bore.","She walked home anxious to make cookies. —— HasPrerequisite: bake cookie, bake some cookie, bake some —— Causes: you eat cookie, bake cake, bake cookie.","Gina baked cookies as soon as she got home. —— HasPrerequisite: bake some cookie, bake cookie, bake some —— Causes: bake cake, bake, happiness.",0
210ecc83-1521-423e-aa77-c1faad6db21f-c,"Scott paddled his canoe across the big lake. —— HasPrerequisite: have canoe, canoe, get canoe —— Causes: you get wet, get wet, drown.","The canoe was suddenly tipped over by a large wave. —— HasPrerequisite: have canoe, equipment, canoe —— Causes: wave to rise, water to rise, it to crash.","Scott struggled to turn his canoe right side up again. —— HasPrerequisite: get paddle, have canoe, skill —— Causes: it tip over, it tip, it to sink.","With great effort, Scott was able to right his canoe and climb aboard. —— HasPrerequisite: have canoe, paddle, skill —— Causes: get to shore, drown, get to lake.","Scott decided to swim across the lake. —— HasPrerequisite: go to lake, lake, water —— Causes: get wet, flood, fall.",0
210ecc83-1521-423e-aa77-c1faad6db21f-c,"Scott paddled his canoe across the big lake. —— HasPrerequisite: have canoe, canoe, get canoe —— Causes: you get wet, get wet, drown.","The canoe was suddenly tipped over by a large wave. —— HasPrerequisite: have canoe, equipment, canoe —— Causes: wave to rise, water to rise, it to crash.","Scott struggled to turn his canoe right side up again. —— HasPrerequisite: get paddle, have canoe, skill —— Causes: it tip over, it tip, it to sink.","With great effort, Scott was able to right his canoe and climb aboard. —— HasPrerequisite: have canoe, paddle, skill —— Causes: get to shore, drown, get to lake.","Scott decided to swim across the lake. —— HasPrerequisite: go to lake, lake, water —— Causes: get wet, flood, fall.",1
05c22a76-3d6f-47e7-84a1-97247e3f3973-c,"Brenda was at summer camp. —— HasPrerequisite: go to camp, go to beach, go outdoors —— Causes: you get sunburn, you have to sleep in tent, you will be sick.","She was lying in bed and trying to go to sleep. —— HasPrerequisite: lie down next to her, lie down with her head on pillow, lie down with her —— Causes: you to fall asleep, snore, rest.","Suddenly, she heard a spooky noise. —— HasPrerequisite: close your eye, listen carefully, open door —— Causes: shiver, goose bump, fear.","The noise terrified her and kept up all night. —— HasPrerequisite: scream, be afraid, fear —— Causes: heart attack, tremble, scream.","In the morning, Brenda discovered mice had eaten her snacks. —— HasPrerequisite: find them, have snack, open box —— Causes: eat them, death, eat.",1
05c22a76-3d6f-47e7-84a1-97247e3f3973-c,"Brenda was at summer camp. —— HasPrerequisite: go to camp, go to beach, go outdoors —— Causes: you get sunburn, you have to sleep in tent, you will be sick.","She was lying in bed and trying to go to sleep. —— HasPrerequisite: lie down next to her, lie down with her head on pillow, lie down with her —— Causes: you to fall asleep, snore, rest.","Suddenly, she heard a spooky noise. —— HasPrerequisite: close your eye, listen carefully, open door —— Causes: shiver, goose bump, fear.","The noise terrified her and kept up all night. —— HasPrerequisite: scream, be afraid, fear —— Causes: heart attack, tremble, scream.","In the morning, Brenda discovered mice had eaten her snacks. —— HasPrerequisite: find them, have snack, open box —— Causes: eat them, death, eat.",0
0d416359-d6e4-4344-9505-00b2b0dd0f33-c,"Karen's friend called her to see if she wanted to hang out. —— HasPrerequisite: name, call her name, call her —— Causes: baby, child, anger.","Karen agreed and they met at a coffee shop. —— HasPrerequisite: go to coffee shop, meet person, meet —— Causes: meet other person, meet person, meet.","They talked for a couple hours before going to a spa. —— HasPrerequisite: go to spa, have shower, have bath —— Causes: they get tire, relaxation, they get bore.","Afterwards, they had dinner together and watched a movie. —— HasPrerequisite: go to movie theater, watch movie, go to movie —— Causes: sex, orgasm, you cry.","It was the best time Karen had had in months. —— HasPrerequisite: go on date, go on walk, go to mall —— Causes: pregnancy, depression, divorce.",1
0d416359-d6e4-4344-9505-00b2b0dd0f33-c,"Karen's friend called her to see if she wanted to hang out. —— HasPrerequisite: name, call her name, call her —— Causes: baby, child, anger.","Karen agreed and they met at a coffee shop. —— HasPrerequisite: go to coffee shop, meet person, meet —— Causes: meet other person, meet person, meet.","They talked for a couple hours before going to a spa. —— HasPrerequisite: go to spa, have shower, have bath —— Causes: they get tire, relaxation, they get bore.","Afterwards, they had dinner together and watched a movie. —— HasPrerequisite: go to movie theater, watch movie, go to movie —— Causes: sex, orgasm, you cry.","It was the best time Karen had had in months. —— HasPrerequisite: go on date, go on walk, go to mall —— Causes: pregnancy, depression, divorce.",0
aa51abc4-0c73-4edc-9536-d76687bb0299-c,"Lee lost his first baby tooth. —— HasPrerequisite: tooth, have tooth, tooth and tooth —— Causes: sadness, pain, joy.","He was so happy! —— HasPrerequisite: go to bathroom, have money, have tooth —— Causes: you feel sad, get hurt, you get hurt.","He placed it under his pillow. —— HasPrerequisite: pillow, put pillow on it, put pillow on bed —— Causes: pillow to fall over, pillow to fall down, pillow to fall.","In the morning he checked. —— HasPrerequisite: set alarm clock, be up, be awake —— Causes: it be still light outside, it be still light, it be still dark.","Lee  decided law enforcement would be the career for him. —— HasPrerequisite: arrest him, report crime, arrest —— Causes: punishment, arrest, be arrest.",0
aa51abc4-0c73-4edc-9536-d76687bb0299-c,"Lee lost his first baby tooth. —— HasPrerequisite: tooth, have tooth, tooth and tooth —— Causes: sadness, pain, joy.","He was so happy! —— HasPrerequisite: go to bathroom, have money, have tooth —— Causes: you feel sad, get hurt, you get hurt.","He placed it under his pillow. —— HasPrerequisite: pillow, put pillow on it, put pillow on bed —— Causes: pillow to fall over, pillow to fall down, pillow to fall.","In the morning he checked. —— HasPrerequisite: set alarm clock, be up, be awake —— Causes: it be still light outside, it be still light, it be still dark.","Lee  decided law enforcement would be the career for him. —— HasPrerequisite: arrest him, report crime, arrest —— Causes: punishment, arrest, be arrest.",1
73e23a54-93df-48e2-84f3-14795a76cf6f-c,"Lisa makes celebration cakes for a living. —— HasPrerequisite: buy cake, buy present, celebrate —— Causes: you will be happy, celebration, depression.","She was asked to make a grand five tier wedding cake. —— HasPrerequisite: buy cake, get cake, cake —— Causes: tear in your eye, tear in eye, tear.","She is very excited and a bit nervous about this. —— HasPrerequisite: tooth, have tooth, be careful —— Causes: her tooth to fall out, bite her lip, pain.","She outdoes herself and makes the most beautiful wedding cake ever. —— HasPrerequisite: use knife, buy cake, buy some paper —— Causes: tear, tear in eye, tear gas.","Lisa was ashamed to deliver the ugly cake to the wedding. —— HasPrerequisite: wear ugly clothe, wear ugly wedding dress, get fag —— Causes: embarrassment, sadness, get ugly.",0
73e23a54-93df-48e2-84f3-14795a76cf6f-c,"Lisa makes celebration cakes for a living. —— HasPrerequisite: buy cake, buy present, celebrate —— Causes: you will be happy, celebration, depression.","She was asked to make a grand five tier wedding cake. —— HasPrerequisite: buy cake, get cake, cake —— Causes: tear in your eye, tear in eye, tear.","She is very excited and a bit nervous about this. —— HasPrerequisite: tooth, have tooth, be careful —— Causes: her tooth to fall out, bite her lip, pain.","She outdoes herself and makes the most beautiful wedding cake ever. —— HasPrerequisite: use knife, buy cake, buy some paper —— Causes: tear, tear in eye, tear gas.","Lisa was ashamed to deliver the ugly cake to the wedding. —— HasPrerequisite: wear ugly clothe, wear ugly wedding dress, get fag —— Causes: embarrassment, sadness, get ugly.",1
0efc4fa5-cffa-467b-9493-cc746776b290-c,"Gloria was excited about her night out. —— HasPrerequisite: get drunk, go to club, have good time —— Causes: party, have sex, insomnia.","Every week she looks forward to getting together with friends. —— HasPrerequisite: go to meet, go on date, meet —— Causes: happiness, jealousy, sadness.","They all go out to dinner and then to the bingo hall. —— HasPrerequisite: ticket, go to baseball game, go to baseball stadium —— Causes: laughter, fun, celebration.","She doesn't win often but when she does she celebrates. —— HasPrerequisite: win lot of money, win, play tennis —— Causes: win, happiness, you win.","Gloria won that night and screamed with joy. —— HasPrerequisite: go to bar, get drunk, go to club —— Causes: celebration, celebrate, cheer.",1
0efc4fa5-cffa-467b-9493-cc746776b290-c,"Gloria was excited about her night out. —— HasPrerequisite: get drunk, go to club, have good time —— Causes: party, have sex, insomnia.","Every week she looks forward to getting together with friends. —— HasPrerequisite: go to meet, go on date, meet —— Causes: happiness, jealousy, sadness.","They all go out to dinner and then to the bingo hall. —— HasPrerequisite: ticket, go to baseball game, go to baseball stadium —— Causes: laughter, fun, celebration.","She doesn't win often but when she does she celebrates. —— HasPrerequisite: win lot of money, win, play tennis —— Causes: win, happiness, you win.","Gloria won that night and screamed with joy. —— HasPrerequisite: go to bar, get drunk, go to club —— Causes: celebration, celebrate, cheer.",0
