,text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
4026,He spots a woman in trouble.,0,1,0,1,0,0,1,1
4027,He rushes over to help.,1,1,1,1,0,0,1,1
4028,He beats off the attackers.,1,1,1,1,1,1,1,1
4029,He saves the woman's life and heads home.,1,1,1,0,1,0,1,1
4030,Neil was writing an article about Chinese factories.,0,0,0,0,0,0,0,0
4031,He arrived in Macau and went to the factory there.,0,1,0,0,1,0,1,1
4032,The owner showed him around and explained things.,0,1,0,0,1,0,1,1
4033,Neil was impressed by the amount of work done there.,1,1,1,1,1,1,1,1
4034,He wrote a glowing article about the Macau factory!,0,1,0,0,1,0,1,1
4035,One day Jack and Diane went for a walk in the woods.,0,1,0,1,1,0,1,1
4036,They were walking quietly enough that they came across a deer.,1,1,1,1,1,1,1,1
4037,The deer was eating and did not move until Jack sneezed.,1,1,1,1,1,1,1,1
4038,The deer looked at Jack and Diane for a moment and bolted.,0,1,0,1,1,1,1,1
4039,Jack and Diane tried to follow it but they were not able to find him.,0,1,1,1,1,1,1,1
4040,I played speed chess on the internet this morning.,0,1,0,0,1,0,0,1
4041,Each player is given only three minutes.,1,1,0,1,1,0,0,1
4042,The player who runs out of time loses.,1,1,1,1,0,1,1,0
4043,I won three games and lost one on time.,0,0,0,0,1,0,0,0
4044,"I blamed my loss on thinking too much, thus losing time.",1,1,1,0,1,1,1,1
4045,The family shared a basket of fries.,0,1,0,0,1,0,1,1
4046,The son ate them very fast.,0,1,0,0,1,0,1,0
4047,The daughter got mad.,1,0,1,0,0,0,1,0
4048,Dad told them to keep it down.,1,1,1,1,0,0,1,1
4049,Mom reminded everyone to be fair.,1,1,1,1,1,1,1,1
4050,My son is half Chinese (myself) and half white (my wife).,0,1,0,0,1,0,0,1
4051,"Growing up, he had sleepovers like many of his friends.",0,1,0,0,1,0,0,1
4052,One day he asked a Chinese boy to sleep over.,0,1,0,1,1,1,1,1
4053,The boy said his family would not allow him.,1,1,0,1,1,1,1,0
4054,I remembered that none of us had sleepovers growing up.,1,0,1,1,0,1,1,0
4055,The girl went to the sporting goods store.,0,1,0,0,1,0,0,1
4056,She bought a shiny new golf club.,0,1,0,0,1,0,0,0
4057,She couldn't wait to test it out!,0,1,0,0,1,0,0,0
4058,She hit the golf course that night.,0,1,0,0,1,0,1,1
4059,She golfed better than she ever had!,0,1,0,0,1,0,1,1
4060,Blanche was an old fashioned kinda girl.,0,0,0,0,0,0,0,0
4061,She always full dressed up in public.,0,1,0,0,1,0,0,1
4062,"Despite her prudishness, she always got a lot of male attention.",0,1,1,1,1,1,1,1
4063,She feels like men want what they don't think they can get.,1,1,1,1,1,0,1,1
4064,"This way, she still gets dates whilst maintaining self respect.",0,1,0,0,1,0,0,1
4065,I was minding my own business and taking a shower.,0,1,0,0,0,0,0,0
4066,When I look down towards the ground I noticed something.,0,1,0,1,0,0,1,0
4067,The drain had a couple hairs sticking out.,1,0,1,1,0,1,1,0
4068,"Then, I realize it wasn't hairs, but legs.",0,0,1,1,0,0,1,0
4069,A spider came out of the drain and I screamed.,0,1,1,1,0,0,1,0
4070,Gary loved to ride bikes.,0,1,0,0,1,0,0,0
4071,"He met a girl who did, too.",0,1,0,0,1,0,1,1
4072,He asked her on a date.,0,1,0,1,1,0,1,1
4073,They got their bikes together.,0,1,0,1,1,0,1,1
4074,They rode around the town.,0,1,0,0,1,0,1,1
4075,Francis arrived at his job.,0,1,0,1,1,0,0,1
4076,The first thing to do was mop the floor.,0,1,0,0,0,0,0,0
4077,Francis mopped it diligently.,0,1,0,0,1,0,0,1
4078,It looked great.,0,1,0,0,1,0,0,0
4079,Francis was proud of his work.,0,1,0,0,1,0,0,1
4080,Ramona loves history.,0,1,0,0,1,0,0,1
4081,She did well in all of her history classes is high school.,0,1,0,0,1,0,0,1
4082,She decided to major in history in college.,0,1,0,0,1,0,0,1
4083,Ramona decided to travel to write a history book.,0,1,0,1,1,0,1,1
4084,Ramona's book about history is now a best seller.,0,1,0,0,1,0,1,1
4085,Paul needed a job so he went into a store to ask for work.,1,1,1,1,1,1,1,1
4086,The owner told Paul that they did not need any more staff.,1,1,1,1,0,1,1,1
4087,Then Paul argued with the owner.,1,1,1,1,1,0,1,1
4088,The owner became angry and threw Paul out of his store.,1,0,1,0,0,1,1,0
4089,Paul told the owner that he forgave him and still wanted work.,1,1,1,1,0,1,0,0
4090,Gabriel was watching a local band playing.,0,1,0,0,1,0,0,0
4091,The band was playing at a bar.,0,1,0,0,1,0,1,1
4092,The drummer was a female.,0,1,0,0,1,0,1,1
4093,Gabriel was attracted to the woman on the drums.,1,1,1,1,1,1,1,1
4094,He offered to buy her a beer after the show.,0,1,0,0,1,0,1,1
4095,Marko Ster operated a successful YouTube channel on the internet.,0,0,0,0,1,0,0,1
4096,"He usually made low-effort, low quality gaming videos.",0,0,0,0,0,0,0,0
4097,One day the money ran out on this kind of thing.,1,0,1,1,0,1,1,0
4098,So Ster had to think really hard on how to stay alive.,0,1,0,1,0,1,1,0
4099,And so he became the worst Twitch streamer there ever was.,1,1,1,1,0,1,1,0
4100,Cliff meets an amazing woman at a costume party.,0,1,0,0,1,0,0,0
4101,They talk for hours and he gets her number.,1,1,0,0,1,0,1,1
4102,He doesn't dare call her because he is insecure about his looks.,1,1,1,1,0,1,1,0
4103,But his friends convince him to set up a date with her.,1,1,1,1,1,1,1,1
4104,It turns out she likes him even after she learns he's not handsome.,0,0,0,1,1,0,1,1
4105,Tabitha ran away from home one night.,1,1,1,1,0,1,1,1
4106,Her mom searched everywhere for her.,1,1,0,1,0,1,1,0
4107,Tabitha managed to stay hidden for a week.,0,0,0,0,0,0,0,0
4108,"At the end of the week, police tracked her down.",1,1,1,1,1,1,1,0
4109,They brought her home.,1,1,1,1,1,1,1,1
4110,Alicia went on a road trip.,0,0,0,0,0,0,0,0
4111,They decided to take a pit stop.,1,1,1,1,1,1,1,1
4112,She got very scared however.,1,1,0,1,0,1,1,0
4113,She saw a bear.,0,1,0,1,0,0,1,0
4114,"The bear looked at her, and Alicia immediately ran away.",1,1,1,1,0,1,1,0
4115,Dan traveled to London on business.,0,0,0,0,0,0,0,0
4116,He stayed at a London hotel that was in an old building.,0,1,1,1,1,1,1,1
4117,The room was not air conditioned and Dan was warm.,1,1,1,1,1,1,1,0
4118,He opened the window and London street noise was loud.,1,0,0,0,0,1,1,0
4119,Too hot to sleep or too noisy to sleep were his choices.,1,1,0,0,0,0,1,0
4120,Tim was downtown with friends.,0,0,0,0,1,0,0,0
4121,He saw a cute girl walking by.,0,1,0,1,1,0,1,1
4122,His friends encouraged Tim to talk to her.,0,1,0,1,1,0,0,1
4123,Tim was too shy and chickened out.,0,1,1,1,0,1,0,0
4124,His friends made fun of him for it.,1,1,1,1,1,1,1,1
4125,Scott loved playing the electric guitar.,0,1,0,0,1,0,0,1
4126,He was playing one day when his sound cut out.,1,1,1,1,0,1,1,0
4127,Something out of nowhere had broken his amp.,1,0,1,0,0,1,1,0
4128,He tried to fix it but it wouldn't come back on.,1,1,1,1,0,1,1,0
4129,Scott took it as a sign to move on to a new type of music.,1,1,1,1,0,1,1,0
4130,My wife and I went out to dinner on Valentine's Day.,0,1,0,0,1,0,1,1
4131,We went to a restaurant near our home.,0,1,0,0,1,0,0,1
4132,The bread and drinks were delivered late.,1,1,1,1,0,1,1,0
4133,The entrees arrived only minutes after the appetizers.,1,1,0,1,1,0,1,0
4134,"We still gave a good tip, as the waitress was nice.",0,1,1,0,1,0,1,1
4135,Jen was at home.,0,1,0,0,1,1,1,1
4136,She decided to wash her hair.,0,1,0,0,1,1,0,1
4137,After she was done she looked into the mirror.,0,1,0,0,1,0,0,1
4138,Her hair was a different color.,1,0,1,1,0,1,1,0
4139,She realized she used the wrong bottle when washing her hair.,1,1,1,1,0,1,1,0
4140,I went to a barbecue at my uncle's house today.,0,0,0,0,0,0,0,0
4141,There was a bee flying around my food.,1,1,1,1,0,1,1,0
4142,I tried to swat it with my arm.,1,1,1,1,0,1,1,0
4143,The bee buzzed and stung me on the arm.,1,0,1,0,0,0,1,0
4144,I was in so much pain.,1,1,1,1,0,1,1,0
4145,Donny lost 290 pounds successfully.,0,1,0,0,1,0,1,0
4146,He was very proud of himself.,0,0,0,0,1,0,1,1
4147,But his body had loads of hanging skin left over from the weight.,1,1,1,1,1,1,1,0
4148,He went to the doctor who suggested yet another surgery to remove it.,0,1,0,1,1,1,1,1
4149,Donny declined and remained depressed about it.,0,1,1,1,0,1,0,0
4150,Billy didn't like that she wasn't getting many likes on Facebook.,1,0,1,1,0,1,1,0
4151,Billy started posting list articles with broad appeal.,0,1,0,0,1,0,0,1
4152,Suddenly she was getting a lot of likes on her posts.,0,1,0,0,1,0,1,1
4153,Billy decided that the likes were not for her but for the articles.,0,1,1,0,1,1,1,0
4154,"Billy felt that barely any likes, but genuine likes, were superior.",1,1,1,1,1,1,1,1
4155,Darren had been split up with his wife for three years.,1,1,1,1,0,1,1,1
4156,They had not spoken a single word to each other since.,1,0,1,1,1,1,0,0
4157,One day his phone rang and it was his ex wife.,1,1,1,1,1,1,1,1
4158,She had been kicked out by her new husband and needed a place to stay.,1,1,1,1,0,1,1,0
4159,Darren now has a new roommate and it is his ex wife.,1,1,1,1,0,1,1,1
4160,Me and my brothers grew up in a neighbor with a lot of kids.,0,1,0,1,1,0,0,1
4161,Everyday after school we would all get together and play football.,0,1,0,0,1,0,0,1
4162,One day my little brother was injured while being tackled.,0,1,0,1,0,1,1,1
4163,He could not walk and was in a lot of pain.,1,1,1,1,0,1,1,0
4164,Our parents took him to hospital and learned he had broken his leg.,1,1,1,1,1,1,1,1
4165,Dan recently watched a movie about a hero who acted generously.,0,0,0,0,0,0,0,0
4166,Dan began feeling that he wanted to emulated this behavior.,0,1,0,0,1,0,0,1
4167,Dan sought out opportunities to be generous.,0,1,0,0,1,0,0,1
4168,"Then suddenly, a troupe of girl scouts came to Dan's door.",0,1,0,0,1,0,1,1
4169,Dan bought every single package of cookies the girls had!,0,1,0,1,1,0,1,1
4170,My friend is a philosophy teacher.,0,0,0,0,1,0,0,1
4171,He has always hated tv.,1,1,1,1,1,1,1,1
4172,He claimed they could corrupt his children's minds.,1,1,1,1,0,1,1,0
4173,He has destroyed a few tvs in his lifetime.,1,1,1,1,0,1,1,1
4174,He has a tv now but uses it only to watch dvds.,1,1,1,1,1,1,1,1
4175,There was a bad storm one night.,0,0,0,0,0,0,0,0
4176,The Smith family was worried about the storm.,1,1,1,1,0,1,1,0
4177,"Lightning struck, and a tree fell into the garage.",0,1,0,1,0,1,1,0
4178,"There was a lot of damage, but they had insurance.",1,0,1,1,1,1,1,1
4179,They were grateful no one was hurt.,0,0,0,0,1,0,1,1
4180,I recently updated my lottery winnings plan.,0,1,0,1,1,0,0,1
4181,I added a Power Of Attorney.,0,1,0,1,1,0,0,1
4182,I made provisions for a recently born nephew.,0,1,0,0,1,0,0,1
4183,I had my plan notarized by a notary republic.,0,1,0,0,1,0,0,1
4184,I refiled my plans in court.,0,1,0,0,1,0,0,1
4185,Liz moved into a new neighborhood and a new school for her kids.,0,1,0,1,1,1,1,1
4186,She did not know anyone and felt very lonely at times.,0,0,0,1,0,1,0,0
4187,She heard about a few opportunities to volunteer at school.,0,1,0,1,1,1,1,1
4188,She began to meet people and make friends.,0,0,0,0,1,0,0,0
4189,Now she encourages others to reach out and volunteer to get involved.,0,1,0,0,1,0,0,1
4190,Samantha had just went on many dates from online sites.,0,1,0,1,1,0,1,1
4191,"The first date was terrible, because the guy was very late.",1,1,1,0,0,1,1,0
4192,"The second date was just mediocre, and the guy was smelly.",1,1,1,1,0,1,1,0
4193,Samantha got very frustrated and was ready to quit.,1,0,1,1,0,1,0,0
4194,She deleted her account and unregistered.,1,0,1,1,0,1,1,0
4195,Ray couldn't get an irritating tune out of his head.,1,1,1,0,0,1,0,0
4196,"He tried to distract himself, but the melody kept repeating itself.",1,0,0,0,0,0,0,0
4197,"That night, he turned the radio on and got into bed to go to sleep.",1,1,1,1,1,1,1,1
4198,The radio played song after song all night long as Ray slumbered.,1,0,1,0,1,0,0,0
4199,"In the morning, Ray was relieved to have forgotten the annoying tune.",0,0,0,0,1,0,1,1
4200,Harvey had a mediocre employee whom he didn't really like.,1,0,1,0,0,1,0,0
4201,But he kept giving her feedback and second chances.,0,1,1,1,1,0,1,1
4202,"One day, however, he discovered that she was stealing!",1,0,1,0,0,1,1,0
4203,The employee was taking a roll of toilet paper home every night!,1,1,1,1,1,1,1,1
4204,"Appalled, Harvey was happy to have a concrete reason to fire her.",1,1,1,0,1,0,1,0
4205,Gina and her friend Lisa were looking for a job.,0,1,1,1,1,1,1,0
4206,Neither of them had worked before.,0,1,0,1,1,1,0,1
4207,They went all over downtown applying together.,0,1,0,1,1,0,0,1
4208,Gina was sure they would each get hired.,0,1,0,0,1,0,1,1
4209,Two weeks later neither of them had an interview.,1,1,1,1,0,1,1,0
4210,I walked into detention with an attitude.,1,1,1,0,0,0,0,0
4211,The monitor laughed when he saw me.,1,0,1,0,1,1,1,0
4212,He asked why I was there and who else was there because of me.,0,1,0,0,1,0,1,1
4213,I said nobody was there because of me.,1,1,1,0,1,0,1,1
4214,"Just then, Bethany walked in and told him it was my fault she was there.",1,1,1,1,1,1,1,0
4215,Nev needed a suit jacket for a fancy event.,0,1,0,1,1,0,0,1
4216,He did not own one.,0,0,0,0,0,0,0,0
4217,He decided to borrow one from his dad.,0,1,1,1,1,1,1,1
4218,"He tried it on, thinking it would not fit.",0,1,0,1,1,0,1,1
4219,"But to his surprise, it fit perfectly fine!",0,0,0,0,1,0,1,0
4220,There was a pond behind my dad's house.,0,1,0,0,1,0,1,1
4221,It is very peaceful there.,0,1,0,0,1,0,1,1
4222,I climbed a tree there once.,0,1,0,1,1,1,1,1
4223,Someone texted me then.,1,1,1,1,1,1,1,1
4224,I was about to fall asleep in a tree.,0,1,0,1,1,0,1,1
4225,Tammy got in a bad car accident.,1,0,1,1,0,1,1,0
4226,Thankfully nobody was injured but both cars involved are ruined.,1,1,1,1,1,1,1,1
4227,The accident was Tammy's fault because she was texting while driving.,1,1,1,1,0,1,1,0
4228,She also got a ticket because of that as well.,0,0,1,0,0,1,0,0
4229,Tammy told herself that she'll never text and drive again.,1,1,1,1,0,1,1,0
4230,I used to come to school early to run.,0,0,0,0,0,0,0,0
4231,We were not supposed to leave once we got there.,0,1,0,1,0,1,1,0
4232,But my friend left his homework at home.,0,1,0,1,0,1,0,0
4233,I gave him a ride.,1,1,0,1,1,1,1,1
4234,We told the coach he left something in my car.,1,1,1,1,1,1,1,1
4235,Benedict had an extra two dollars in his pocket.,0,1,0,0,1,0,1,1
4236,He decided to buy a scratch off lottery ticket.,0,1,0,1,1,0,0,1
4237,His lottery ticket turned out to be a five thousand dollar winner.,0,0,0,0,1,0,1,0
4238,Benedict donated half the money to charity.,0,1,0,0,1,0,1,1
4239,He felt very good about his decision.,0,1,0,0,1,0,1,1
4240,Henry helped his mom decorate the house for Christmas.,0,1,0,0,1,0,1,1
4241,She was competing in a competition.,0,1,0,1,1,0,0,1
4242,It was a neighborhood competition for best decorated house.,0,1,0,0,1,0,1,1
4243,My mom lost last year.,0,1,0,1,1,1,1,1
4244,But this year she won.,0,1,0,0,1,1,1,1
4245,Eric wanted to write and sell books online.,0,1,0,1,1,0,0,0
4246,But he wasn't a good writer.,1,1,1,1,0,1,0,0
4247,So he decided to take books on the public domain and sell them.,0,1,0,1,1,0,0,0
4248,And he ended up earning decent money.,0,0,0,0,1,0,0,1
4249,But Eric was dissatisfied that never wrote on his own.,1,1,1,1,0,1,0,1
4250,Cayla wanted her hair cut.,0,1,1,1,1,1,1,1
4251,So she went and bought a brand new pair of scissors.,0,1,0,0,0,0,0,0
4252,She looked at pictures on the internet of many desired hairstyles.,0,1,0,1,1,0,0,0
4253,She decided on a haircut and began cutting her hair.,0,1,0,0,1,0,1,1
4254,Cayla is now sporting a brand new haircut.,0,1,0,1,1,0,1,1
4255,Someone had left a pair of binoculars on the park's bench.,1,1,1,1,1,1,1,0
4256,May happened upon the binoculars and sat on the bench to investigate.,1,1,1,1,1,1,1,0
4257,She looked through the binoculars and searched around for birds.,0,1,0,0,1,0,1,1
4258,"When she was finished, she returned the binoculars to the bench.",0,1,0,0,1,0,1,1
4259,May went home satisfied that she had spotted some wildlife.,0,1,0,0,1,0,1,1
4260,I was weaned on beer.,0,0,1,1,1,1,1,0
4261,My parents would let me have a sip when I delivered a new one.,1,1,1,1,1,1,1,1
4262,I drank a lot of beer in my younger days.,0,0,0,0,1,0,0,0
4263,Then it started where just one wheat beer gave a me a hangover.,0,0,0,0,0,0,0,0
4264,The doctor said I have celiac disease and had to give up beer.,0,1,1,1,0,1,1,0
4265,Teddy had a passion.,0,1,0,0,1,0,0,1
4266,He had a passion to change his country for better.,0,1,0,1,1,1,0,1
4267,So he ran for president.,0,1,0,0,1,0,0,1
4268,Teddy told the american people what they wanted to hear.,0,1,0,0,1,0,1,1
4269,Teddy got elected and become the president.,0,1,0,0,1,0,1,1
4270,Sara had always wanted to be a firefighter.,1,1,1,1,1,1,0,1
4271,She worked very hard to become one.,0,1,0,1,1,0,1,1
4272,Her life as a firefighter was tough.,0,1,0,0,0,1,0,0
4273,"However, she loved her job.",0,1,0,0,1,0,0,1
4274,Sara was glad she became a firefighter.,0,1,0,0,1,0,1,1
4275,Our neighbor Tracy has a boy and a girl in elementary school.,0,1,0,0,1,0,1,1
4276,Ava is 9 and Charles is 7.,0,1,0,0,1,0,1,1
4277,Tracy said Charles is already having trouble concentrating.,0,1,0,1,0,1,1,1
4278,She said this always happens the first week of school.,1,1,1,1,1,1,1,1
4279,She said he will get better next week.,0,1,0,0,1,0,1,1
4280,Bob was getting married this weekend.,0,1,0,1,1,0,0,1
4281,He was nervous for the big day coming up.,0,1,1,1,0,1,1,1
4282,The night before he couldn't sleep.,0,1,0,1,0,1,0,0
4283,He stayed up all night remembering his vows.,0,1,0,1,1,0,1,1
4284,On the day of his wedding he gave the most magnificent speech.,0,1,0,1,1,0,1,1
4285,Anna was visiting Turkey.,0,1,0,0,1,0,0,1
4286,She flew into Ankara.,0,1,0,1,1,0,1,1
4287,"There, she saw the sights.",0,1,0,0,1,0,1,1
4288,She loved the local flair and food.,0,1,0,0,1,0,1,1
4289,Anna fell in love with Ankara!,0,1,0,0,1,0,1,1
4290,Fred's grandma from Italy came to visit.,0,1,0,0,1,0,1,1
4291,So Fred and his family went to an authentic Italian restaurant.,0,1,0,0,1,0,1,1
4292,Everyone was enjoying their food.,0,1,0,1,1,0,1,1
4293,But Fred's grandma complained that the food wasn't authentic.,1,1,1,1,1,1,1,1
4294,And she spent several minutes arguing with the waitress.,1,1,1,1,0,1,1,0
4295,Kate was at a club.,0,0,0,0,0,0,0,0
4296,She was having a good time and feeling relaxed.,0,1,0,0,1,0,1,1
4297,A guy she had been ignoring walked by showing the tattoo on his arm.,1,1,1,1,1,1,1,1
4298,Without thinking Kate touched the tattoo and caught his attention.,1,1,1,1,1,1,1,1
4299,She was mortified when she realized what she had done.,1,1,1,1,1,1,1,1
4300,Mia was trying to make sunny side up eggs.,0,1,0,1,1,0,0,1
4301,But she accidentally cracked the yolks!,1,1,0,0,0,1,1,0
4302,"She frowned, then had an idea.",1,1,1,1,0,1,1,0
4303,She flipped the eggs into a fluffy omelet.,0,1,0,0,1,0,1,1
4304,Her breakfast was perfect after all!,0,1,0,0,1,0,1,1
4305,Sarah's goldfish died.,1,0,1,0,0,1,1,0
4306,She became really sad.,0,0,1,1,0,1,1,0
4307,Sarah went to the pet store to buy a new fish.,0,1,0,1,0,1,1,0
4308,She bought a new goldfish similar to her old one.,0,1,0,0,1,1,1,1
4309,Sarah was happy that she was able to get a new pet.,0,0,0,0,1,0,0,1
4310,Mango Wangtini was a bartender.,0,1,0,0,1,0,0,1
4311,He entertained customers with sick bartender tricks.,0,1,0,0,1,0,1,1
4312,One day someone asked him to pour a flaming drink while blindfolded.,0,1,0,0,1,0,1,1
4313,"Mango obliged, and began his routine.",0,1,0,1,1,0,1,1
4314,Unfortunately Mango's bar burned down afterward.,1,0,1,1,0,1,1,0
4315,Aya wanted to see the whole universe.,0,1,0,0,1,1,1,1
4316,She dreamed of flying through space exploring.,0,1,0,0,1,0,0,0
4317,Her parents told her to be realistic.,1,1,1,0,1,1,1,1
4318,But then Aya went to cosmonaut school!,0,1,0,0,1,1,1,1
4319,"Now, she lives her dream every day.",0,1,0,0,1,0,0,1
4320,Sean had several errands to run.,0,0,0,0,0,0,0,0
4321,"First, he drove by the post office to check the mail.",0,1,0,0,1,0,0,1
4322,"Then, he went to the grocery store for some food.",1,1,0,1,1,1,0,1
4323,"Finally, he stopped by a retailer to buy some party decorations.",0,1,0,0,1,0,0,1
4324,"When he was done, he went home.",0,0,0,0,0,0,0,0
4325,Mary was watching a movie.,1,1,0,1,1,1,1,1
4326,Her cat walked up to her foot.,0,1,0,0,1,0,1,1
4327,Her cat scratched her right in the leg.,1,1,1,1,1,1,1,1
4328,The scratch left a bloody mark.,1,0,1,1,0,1,1,0
4329,Mary put a bandage on her leg.,1,0,0,0,0,1,1,0
4330,Bill practiced straightening his posture while waiting in line.,0,0,0,0,0,0,0,0
4331,He unconsciously moved up and down on his tip toes.,0,1,0,0,1,0,0,1
4332,"At the front, the amusement park attendant glared at him.",1,0,1,1,0,1,1,0
4333,She pointed at the sign.,1,1,1,1,1,1,1,0
4334,Bill was too short to ride the roller coaster.,1,1,1,1,1,1,1,0
4335,The yearly family reunion for the Rollins family was very soon.,0,0,0,0,0,0,0,0
4336,Everybody always looked forward to the gathering.,0,1,0,1,1,0,0,1
4337,They usually had the reunion in a park with lots of room.,0,1,0,0,1,0,1,1
4338,The weather was beautiful for the reunion.,0,1,0,0,1,0,1,1
4339,Everybody enjoyed catching up and spending time together.,0,1,0,0,1,0,1,1
4340,Ralph decided he wanted fresh turkey for Thanksgiving dinner.,0,1,0,0,1,0,0,0
4341,He bought a turkey and put it in his backyard.,0,1,0,1,1,0,1,1
4342,"The day before Thanksgiving, he went into the yard to kill the turkey.",1,1,1,1,1,1,1,1
4343,"The turkey fought Ralph, and broke his glasses.",1,1,1,1,1,1,1,1
4344,Ralph's family had ham for Thanksgiving dinner.,1,1,1,1,1,1,1,1
4345,I had a fight with my girlfriend.,1,1,1,1,0,1,1,1
4346,I was so angry that I told her never to call me again.,1,1,1,1,0,1,1,0
4347,"After a few months, she decided to call me.",1,1,1,0,1,1,1,1
4348,I missed her so much that I wasn't even mad.,0,1,0,1,1,1,1,1
4349,I am happy we are together again.,0,1,0,0,1,0,1,1
4350,Jill wanted to make her daughter's birthday special.,0,1,0,0,1,0,1,1
4351,She decided to throw a big party.,0,1,0,0,1,0,0,1
4352,She got lots of food and decorations.,0,1,0,0,1,0,1,1
4353,Jill even decided to hire a clown.,0,1,0,0,1,0,0,1
4354,The birthday party went well and Jill's daughter was thrilled.,0,1,0,0,1,0,1,1
4355,Jack was starting a new job and decided to shop for new clothes.,0,1,0,1,1,0,0,1
4356,He went to the mall and picked out clothes including a new tie.,0,1,0,0,1,0,0,1
4357,Jack wore the new tie on his first day of work.,0,1,0,0,1,0,0,1
4358,He overheard someone in the hallway say that his tie was ugly.,1,1,1,1,0,1,1,1
4359,"When he got home, Jack threw the new tie in the trash.",1,0,0,1,0,1,1,0
4360,Dave had entered a raffle at work this past weekend.,0,0,0,0,0,0,0,0
4361,The top prize was a week long trip to Japan.,0,1,0,0,1,0,1,1
4362,Dave had always wanted to go to Japan.,1,1,1,0,1,1,1,1
4363,"The day of the drawing, Dave was very nervous.",0,1,0,1,0,0,1,1
4364,"The winners were announced, and Dave had won the top prize!",0,1,0,1,1,0,1,1
4365,Jill was overjoyed to have her very own apartment.,0,1,0,0,1,0,1,1
4366,"She had lived at home, then in a dorm, then with friends.",0,1,0,0,1,0,1,1
4367,This was the first time she had a place all to herself.,0,1,0,0,1,0,0,0
4368,She couldn't wait to give it her own personal touch.,0,1,0,0,1,0,0,0
4369,Then it would really feel like home!,0,1,0,0,1,0,0,1
4370,Anna got the same lunch every day - bologna and carrots.,0,0,0,0,0,0,0,1
4371,She wished her family could afford more diverse meals.,0,0,1,0,0,1,0,0
4372,Then she saw that some kids in her class couldn't afford lunch at all.,1,1,1,1,1,1,1,1
4373,This made Anna feel a lot better about her own situation.,0,0,0,0,1,1,1,0
4374,She was grateful now for her sandwich and vegetables.,0,0,0,1,1,1,1,1
4375,Jacob hated walking to school.,1,1,1,1,0,1,0,0
4376,All of his friends were able to drive to school with their cars.,1,1,1,1,0,1,1,0
4377,Jacob got a part-time job after school.,0,1,0,0,1,0,1,1
4378,He worked hard to save up the money he earned from his job.,0,1,0,0,1,0,1,1
4379,Jacob was able to buy himself a used truck after 5 months of saving.,0,1,0,0,1,0,1,0
4380,"After the family set up the food, we all sat down.",0,1,0,0,1,0,1,1
4381,My aunt gave a small prayer before we started to eat.,0,1,0,0,1,0,1,1
4382,I didn't get a good amount of food since the family was huge.,1,1,1,1,1,1,1,1
4383,I started to yell since the food was almost finished.,1,1,1,1,1,1,1,0
4384,"Instead of feeling bad, everyone was laughing.",1,1,1,1,1,1,1,0
4385,Erin punched the wall.,1,0,1,0,0,1,0,0
4386,She made a hole the shape of her fist.,1,0,1,0,0,0,1,0
4387,She bought some putty to fix the hole.,1,1,1,1,0,0,1,1
4388,She fixed the hole.,0,1,0,0,1,0,1,1
4389,She worked on her anger management.,1,1,1,1,1,0,1,1
4390,I was at home one day when I heard what sounded like a gunshot.,1,1,1,1,0,1,1,0
4391,"Fearful for my life, I quickly crouched down on the ground.",0,1,0,1,0,1,1,0
4392,I then heard a car speed around the street corner near my house.,1,1,1,1,0,1,1,0
4393,"When I thought all was safe, I got up and called the police.",0,1,0,1,0,1,1,0
4394,"When the police come over, they told me my neighbor had been shot.",1,1,1,1,1,1,1,1
4395,Ken was tired of being laughed at for his lack of muscles.,1,1,1,1,0,1,0,0
4396,He took a membership at his nearest health club.,1,1,0,0,1,0,0,1
4397,He showed up the next day with white skin and no muscles.,0,1,1,1,1,0,0,0
4398,"He worked a whole year, many hours a day.",1,1,0,0,1,0,0,1
4399,"When he went outside shirtless, no one laughed at him anymore.",0,1,0,1,1,0,1,1
4400,James needed to wash his truck.,0,1,0,1,0,0,1,0
4401,It was covered in mud.,1,0,1,0,0,1,1,1
4402,He decided to get it done at a charity instead of himself.,0,1,1,0,1,1,0,1
4403,The car washing girls charged him extra.,1,1,1,1,1,1,1,0
4404,James figured it was worth it.,1,0,1,0,1,1,1,1
4405,Fred had been going out with Suzy for a long time.,0,1,0,1,1,0,0,1
4406,He thought it was time to make it a relationship.,0,1,0,1,1,0,0,1
4407,He pulled her aside after class and asked her.,0,1,0,1,1,0,1,1
4408,She said yes.,0,1,0,0,1,0,1,1
4409,Fred was so happy that he went and told his friends.,0,1,0,0,1,0,1,1
4410,Lebron James played basketball in Cleveland one day.,0,1,0,0,1,0,0,0
4411,He decided to try to score fifty points in his game.,0,1,0,0,1,0,0,0
4412,"In the first half, he scored twenty five points.",0,0,0,0,0,0,0,0
4413,"At the last second of the game, he took a shot.",0,1,0,1,1,0,0,1
4414,The shot went in and was his fiftieth point.,0,0,0,0,1,0,0,1
4415,Jake was excited for the upcoming wrestling match.,0,1,0,0,1,0,0,1
4416,He set up his big screen tv in the backyard.,0,1,0,0,1,0,1,1
4417,Jake invited all of his friends over.,0,1,0,0,1,0,1,1
4418,His friends brought food and drinks.,0,1,0,0,1,0,1,1
4419,They spent the rest of the night watching wrestling!,0,1,0,0,1,0,1,1
4420,"I met Eric in late 2004, again on the internet.",0,1,0,0,1,0,0,0
4421,He also lived in oklahoma.,0,0,0,0,0,0,0,0
